"X","project","language","article","access","agent","granularity","date","views"
975,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2018-03-01,288
976,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2018-03-02,250
977,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2018-03-03,220
978,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2018-03-04,242
979,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2018-03-05,329
980,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2018-03-06,403
981,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2018-03-07,413
982,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2018-03-08,400
983,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2018-03-09,317
984,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2018-03-10,296
985,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2018-03-11,298
986,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2018-03-12,329
987,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2018-03-13,410
988,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2018-03-14,424
989,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2018-03-15,345
990,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2018-03-16,295
991,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2018-03-17,187
992,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2018-03-18,192
993,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2018-03-19,394
994,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2018-03-20,358
995,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2018-03-21,347
996,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2018-03-22,365
997,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2018-03-23,311
998,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2018-03-24,239
999,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2018-03-25,218
1000,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2018-03-26,289
1001,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2018-03-27,410
1002,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2018-03-28,333
1003,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2018-03-29,279
1004,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2018-03-30,189
1005,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2018-03-31,163
1006,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2018-04-01,220
1007,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2018-04-02,344
1008,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2018-04-03,382
1009,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2018-04-04,311
1010,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2018-04-05,344
1011,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2018-04-06,275
1012,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2018-04-07,179
1013,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2018-04-08,241
1014,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2018-04-09,425
1015,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2018-04-10,355
1016,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2018-04-11,383
1017,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2018-04-12,272
1018,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2018-04-13,260
1019,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2018-04-14,183
1020,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2018-04-15,285
1021,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2018-04-16,362
1022,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2018-04-17,388
1023,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2018-04-18,398
1024,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2018-04-19,368
1025,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2018-04-20,301
1026,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2018-04-21,218
1027,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2018-04-22,256
1028,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2018-04-23,343
1029,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2018-04-24,435
1030,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2018-04-25,350
1031,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2018-04-26,334
1032,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2018-04-27,294
1033,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2018-04-28,228
1034,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2018-04-29,195
1035,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2018-04-30,283
1036,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2018-05-01,293
1037,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2018-05-02,353
1038,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2018-05-03,318
1039,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2018-05-04,284
1040,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2018-05-05,211
1041,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2018-05-06,233
1042,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2018-05-07,360
1043,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2018-05-08,330
1044,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2018-05-09,346
1045,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2018-05-10,289
1046,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2018-05-11,261
1047,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2018-05-12,214
1048,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2018-05-13,243
1049,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2018-05-14,316
1050,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2018-05-15,281
1051,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2018-05-16,280
1052,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2018-05-17,310
1053,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2018-05-18,250
1054,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2018-05-19,218
1055,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2018-05-20,261
1056,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2018-05-21,331
1057,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2018-05-22,320
1058,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2018-05-23,338
1059,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2018-05-24,343
1060,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2018-05-25,237
1061,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2018-05-26,214
1062,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2018-05-27,212
1063,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2018-05-28,225
1064,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2018-05-29,244
1065,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2018-05-30,338
1066,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2018-05-31,302
1067,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2018-06-01,244
1068,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2018-06-02,210
1069,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2018-06-03,237
1070,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2018-06-04,370
1071,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2018-06-05,379
1072,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2018-06-06,347
1073,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2018-06-07,343
1074,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2018-06-08,231
1075,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2018-06-09,152
1076,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2018-06-10,152
1077,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2018-06-11,179
1078,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2018-06-12,154
1079,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2018-06-13,158
1080,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2018-06-14,98
1081,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2018-06-15,90
1082,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2018-06-16,117
1083,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2018-06-17,133
1084,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2018-06-18,161
1085,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2018-06-19,150
1086,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2018-06-20,162
1087,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2018-06-21,225
1088,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2018-06-22,232
1089,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2018-06-23,182
1090,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2018-06-24,161
1091,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2018-06-25,224
1092,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2018-06-26,250
1093,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2018-06-27,216
1094,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2018-06-28,265
1095,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2018-06-29,258
1096,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2018-06-30,207
1097,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2018-07-01,197
1098,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2018-07-02,348
1099,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2018-07-03,402
1100,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2018-07-04,308
1101,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2018-07-05,370
1102,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2018-07-06,264
1103,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2018-07-07,164
1104,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2018-07-08,220
1105,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2018-07-09,301
1106,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2018-07-10,545
1107,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2018-07-11,420
1108,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2018-07-12,373
1109,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2018-07-13,299
1110,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2018-07-14,228
1111,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2018-07-15,316
1112,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2018-07-16,306
1113,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2018-07-17,371
1114,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2018-07-18,317
1115,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2018-07-19,281
1116,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2018-07-20,281
1117,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2018-07-21,259
1118,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2018-07-22,266
1119,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2018-07-23,363
1120,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2018-07-24,363
1121,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2018-07-25,362
1122,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2018-07-26,398
1123,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2018-07-27,381
1124,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2018-07-28,241
1125,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2018-07-29,280
1126,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2018-07-30,377
1127,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2018-07-31,467
1128,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2018-08-01,359
1129,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2018-08-02,402
1130,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2018-08-03,364
1131,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2018-08-04,286
1132,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2018-08-05,269
1133,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2018-08-06,379
1134,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2018-08-07,433
1135,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2018-08-08,406
1136,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2018-08-09,516
1137,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2018-08-10,351
1138,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2018-08-11,343
1139,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2018-08-12,340
1140,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2018-08-13,420
1141,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2018-08-14,432
1142,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2018-08-15,393
1143,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2018-08-16,308
1144,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2018-08-17,228
1145,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2018-08-18,215
1146,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2018-08-19,239
1147,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2018-08-20,344
1148,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2018-08-21,413
1149,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2018-08-22,279
1150,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2018-08-23,331
1151,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2018-08-24,288
1152,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2018-08-25,220
1153,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2018-08-26,290
1154,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2018-08-27,635
1155,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2018-08-28,587
1156,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2018-08-29,948
1157,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2018-08-30,1235
1158,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2018-08-31,739
1159,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2018-09-01,870
1160,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2018-09-02,1916
1161,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2018-09-03,1578
1162,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2018-09-04,1077
1163,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2018-09-05,649
1164,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2018-09-06,581
1165,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2018-09-07,495
1166,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2018-09-08,460
1167,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2018-09-09,444
1168,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2018-09-10,480
1169,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2018-09-11,437
1170,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2018-09-12,445
1171,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2018-09-13,422
1172,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2018-09-14,364
